[DEBUG] 2021-02-15 20:55:12.012 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-15 20:55:12.015 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-15 20:55:12.018 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-15 20:55:12.086 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-15 20:55:12.087 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-15 20:55:12.263 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-15 20:55:12.265 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-15 20:55:12.269 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-15 20:55:12.485 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-15 20:55:12.504 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-15 20:55:12.504 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-02-15 20:55:12.758 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@676ff3b0
[DEBUG] 2021-02-15 20:55:12.758 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@676ff3b0
[DEBUG] 2021-02-15 20:55:12.758 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@676ff3b0
[DEBUG] 2021-02-15 20:55:12.759 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@65bcf7c2
[DEBUG] 2021-02-15 20:55:12.759 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@65bcf7c2
[DEBUG] 2021-02-15 20:55:12.759 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@65bcf7c2
[DEBUG] 2021-02-15 20:55:12.760 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@232cce0
[DEBUG] 2021-02-15 20:55:12.760 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@232cce0
[DEBUG] 2021-02-15 20:55:12.760 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@232cce0
[DEBUG] 2021-02-15 20:55:12.761 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@7fc645e4
[DEBUG] 2021-02-15 20:55:12.761 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@7fc645e4
[DEBUG] 2021-02-15 20:55:12.761 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@7fc645e4
[DEBUG] 2021-02-15 20:55:12.762 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@2301b75
[DEBUG] 2021-02-15 20:55:12.762 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@2301b75
[DEBUG] 2021-02-15 20:55:12.762 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@2301b75
[DEBUG] 2021-02-15 20:55:12.762 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@4930539b
[DEBUG] 2021-02-15 20:55:12.762 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@4930539b
[DEBUG] 2021-02-15 20:55:12.763 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@29a4f594
[DEBUG] 2021-02-15 20:55:12.763 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@29a4f594
[DEBUG] 2021-02-15 20:55:12.764 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@44cb460e
[DEBUG] 2021-02-15 20:55:12.764 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@44cb460e
[DEBUG] 2021-02-15 20:55:12.765 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@3051e0b2
[DEBUG] 2021-02-15 20:55:12.765 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@67c277a0
[DEBUG] 2021-02-15 20:55:12.766 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@7baf6acf
[DEBUG] 2021-02-15 20:55:12.766 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@7baf6acf
[DEBUG] 2021-02-15 20:55:12.766 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@22bb5646
[DEBUG] 2021-02-15 20:55:12.766 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@22bb5646
[DEBUG] 2021-02-15 20:55:12.773 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@de18f63
[DEBUG] 2021-02-15 20:55:12.773 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@de18f63
[DEBUG] 2021-02-15 20:55:12.774 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@597f48df
[DEBUG] 2021-02-15 20:55:12.774 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@597f48df
[DEBUG] 2021-02-15 20:55:12.775 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@9d1a267
[DEBUG] 2021-02-15 20:55:12.775 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@9d1a267
[DEBUG] 2021-02-15 20:55:12.776 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@3eee3e2b
[DEBUG] 2021-02-15 20:55:12.776 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@3eee3e2b
[DEBUG] 2021-02-15 20:55:12.777 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@ea9e141
[DEBUG] 2021-02-15 20:55:12.777 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@ea9e141
[DEBUG] 2021-02-15 20:55:12.778 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@234a8f27
[DEBUG] 2021-02-15 20:55:12.778 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@234a8f27
[DEBUG] 2021-02-15 20:55:12.780 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@68dcfd52
[DEBUG] 2021-02-15 20:55:12.780 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@68dcfd52
[DEBUG] 2021-02-15 20:55:12.781 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@4e92466a
[DEBUG] 2021-02-15 20:55:12.781 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@4e92466a
[DEBUG] 2021-02-15 20:55:12.782 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@5e1218b4
[DEBUG] 2021-02-15 20:55:12.782 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@5e1218b4
[DEBUG] 2021-02-15 20:55:12.782 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@66f659e6
[DEBUG] 2021-02-15 20:55:12.783 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@66f659e6
[DEBUG] 2021-02-15 20:55:12.783 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@66f659e6
[DEBUG] 2021-02-15 20:55:12.784 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@2063c53e
[DEBUG] 2021-02-15 20:55:12.785 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@77cb9cd1
[DEBUG] 2021-02-15 20:55:12.785 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@77cb9cd1
[DEBUG] 2021-02-15 20:55:12.785 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@77cb9cd1
[DEBUG] 2021-02-15 20:55:12.785 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@38704ff0
[DEBUG] 2021-02-15 20:55:12.786 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@51d143a1
[DEBUG] 2021-02-15 20:55:12.786 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@51d143a1
[DEBUG] 2021-02-15 20:55:12.787 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@191a709b
[DEBUG] 2021-02-15 20:55:12.787 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@191a709b
[DEBUG] 2021-02-15 20:55:12.788 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@7bb35cc6
[DEBUG] 2021-02-15 20:55:12.788 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@7bb35cc6
[DEBUG] 2021-02-15 20:55:12.788 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@11de56e6
[DEBUG] 2021-02-15 20:55:12.789 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@11de56e6
[DEBUG] 2021-02-15 20:55:12.789 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@62b969c4
[DEBUG] 2021-02-15 20:55:12.789 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@62b969c4
[DEBUG] 2021-02-15 20:55:12.789 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@610df783
[DEBUG] 2021-02-15 20:55:12.790 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@6ee8dcd3
[DEBUG] 2021-02-15 20:55:12.790 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@6ee8dcd3
[DEBUG] 2021-02-15 20:55:12.790 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@6ee8dcd3
[DEBUG] 2021-02-15 20:55:12.791 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@1cc9cfb2
[DEBUG] 2021-02-15 20:55:12.791 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@1cc9cfb2
[DEBUG] 2021-02-15 20:55:12.791 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@1cc9cfb2
[DEBUG] 2021-02-15 20:55:12.792 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@17740dae
[DEBUG] 2021-02-15 20:55:12.792 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@3c6aa04a
[DEBUG] 2021-02-15 20:55:12.792 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@30814f43
[DEBUG] 2021-02-15 20:55:12.792 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@30814f43
[DEBUG] 2021-02-15 20:55:12.792 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@30814f43
[DEBUG] 2021-02-15 20:55:12.793 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@6fd5717c
[DEBUG] 2021-02-15 20:55:12.793 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@6fd5717c
[DEBUG] 2021-02-15 20:55:12.793 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@6fd5717c
[DEBUG] 2021-02-15 20:55:12.794 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@53ac845a
[DEBUG] 2021-02-15 20:55:12.794 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@344426bf
[DEBUG] 2021-02-15 20:55:12.795 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@79b08632
[DEBUG] 2021-02-15 20:55:12.795 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@79b08632
[DEBUG] 2021-02-15 20:55:12.795 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@bb9ab64
[DEBUG] 2021-02-15 20:55:12.796 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@9fec931
[DEBUG] 2021-02-15 20:55:12.796 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@9fec931
[DEBUG] 2021-02-15 20:55:12.797 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@889d9e8
[DEBUG] 2021-02-15 20:55:12.797 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@889d9e8
[DEBUG] 2021-02-15 20:55:12.797 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@acf859d
[DEBUG] 2021-02-15 20:55:12.798 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@3c904f1e
[DEBUG] 2021-02-15 20:55:12.799 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@5109e8cf
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@31464a43
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@31464a43
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@8d7b252
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@4682eba5
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@6d9fb2d1
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@61fafb74
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@540a903b
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@58496dc
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@151db587
[DEBUG] 2021-02-15 20:55:12.801 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@238acd0b
[DEBUG] 2021-02-15 20:55:12.821 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2021-02-15 20:55:12.822 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2021-02-15 20:55:12.822 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-02-15 20:55:12.822 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-02-15 20:55:12.823 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2021-02-15 20:55:12.823 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2021-02-15 20:55:12.824 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2021-02-15 20:55:12.825 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-02-15 20:55:12.825 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2021-02-15 20:55:12.825 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2021-02-15 20:55:12.826 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2021-02-15 20:55:12.826 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2021-02-15 20:55:12.826 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-02-15 20:55:12.827 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2021-02-15 20:55:12.831 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/test_cribbageapp
[INFO ] 2021-02-15 20:55:12.831 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=AliviaK}
[INFO ] 2021-02-15 20:55:12.831 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2021-02-15 20:55:12.941 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2021-02-15 20:55:13.364 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.23
      major : 8
      minor : 0
[DEBUG] 2021-02-15 20:55:13.365 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2021-02-15 20:55:13.365 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2021-02-15 20:55:13.385 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2021-02-15 20:55:13.405 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2021-02-15 20:55:13.422 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2021-02-15 20:55:13.447 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2021-02-15 20:55:13.450 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@7b6860f9] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@60f70249]
[DEBUG] 2021-02-15 20:55:13.490 [main] AnnotationBinder - Binding entity from annotated class: edu.matc.entity.User
[DEBUG] 2021-02-15 20:55:13.509 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2021-02-15 20:55:13.514 [main] EntityBinder - Import with entity name User
[DEBUG] 2021-02-15 20:55:13.516 [main] EntityBinder - Bind entity edu.matc.entity.User on table user
[DEBUG] 2021-02-15 20:55:13.535 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 20:55:13.537 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2021-02-15 20:55:13.538 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:id]
[DEBUG] 2021-02-15 20:55:13.540 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2021-02-15 20:55:13.542 [main] PropertyBinder - Building property id
[DEBUG] 2021-02-15 20:55:13.544 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2021-02-15 20:55:13.546 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_password, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 20:55:13.546 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2021-02-15 20:55:13.546 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:password]
[DEBUG] 2021-02-15 20:55:13.546 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2021-02-15 20:55:13.546 [main] PropertyBinder - Building property password
[DEBUG] 2021-02-15 20:55:13.546 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-15 20:55:13.546 [main] PropertyBinder - MetadataSourceProcessor property userName with lazy=false
[DEBUG] 2021-02-15 20:55:13.546 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:userName]
[DEBUG] 2021-02-15 20:55:13.546 [main] SimpleValueBinder - building SimpleValue for userName
[DEBUG] 2021-02-15 20:55:13.546 [main] PropertyBinder - Building property userName
[DEBUG] 2021-02-15 20:55:13.548 [main] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2021-02-15 20:55:13.548 [main] SimpleValueBinder - Starting fillSimpleValue for password
[DEBUG] 2021-02-15 20:55:13.548 [main] SimpleValueBinder - Starting fillSimpleValue for userName
[DEBUG] 2021-02-15 20:55:13.549 [main] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [user]
[DEBUG] 2021-02-15 20:55:13.575 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2021-02-15 20:55:13.575 [main] Settings - SessionFactory name : null
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Statistics: disabled
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Default entity-mode: pojo
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Default batch fetch size: -1
[DEBUG] 2021-02-15 20:55:13.576 [main] Settings - Maximum outer join fetch depth: 2
