[DEBUG] 2021-02-16 14:18:12.563 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-16 14:18:12.565 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-16 14:18:12.570 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-16 14:18:12.641 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-16 14:18:12.643 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-16 14:18:12.825 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-16 14:18:12.826 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-16 14:18:12.831 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-16 14:18:13.056 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-16 14:18:13.073 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-16 14:18:13.074 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2021-02-16 14:18:13.340 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@44de94c3
[DEBUG] 2021-02-16 14:18:13.341 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@1f387978
[DEBUG] 2021-02-16 14:18:13.341 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@1f387978
[DEBUG] 2021-02-16 14:18:13.341 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@1f387978
[DEBUG] 2021-02-16 14:18:13.342 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@48535004
[DEBUG] 2021-02-16 14:18:13.342 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@48535004
[DEBUG] 2021-02-16 14:18:13.342 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@48535004
[DEBUG] 2021-02-16 14:18:13.343 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@1aa99005
[DEBUG] 2021-02-16 14:18:13.343 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@1aa99005
[DEBUG] 2021-02-16 14:18:13.343 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@1aa99005
[DEBUG] 2021-02-16 14:18:13.344 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@33b082c5
[DEBUG] 2021-02-16 14:18:13.344 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@33b082c5
[DEBUG] 2021-02-16 14:18:13.344 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@14379273
[DEBUG] 2021-02-16 14:18:13.345 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@14379273
[DEBUG] 2021-02-16 14:18:13.345 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@2257fadf
[DEBUG] 2021-02-16 14:18:13.345 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@2257fadf
[DEBUG] 2021-02-16 14:18:13.346 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@289fdb08
[DEBUG] 2021-02-16 14:18:13.346 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@49cf9028
[DEBUG] 2021-02-16 14:18:13.347 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@4d774249
[DEBUG] 2021-02-16 14:18:13.347 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@4d774249
[DEBUG] 2021-02-16 14:18:13.348 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@5411dd90
[DEBUG] 2021-02-16 14:18:13.348 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@5411dd90
[DEBUG] 2021-02-16 14:18:13.355 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@3f672204
[DEBUG] 2021-02-16 14:18:13.355 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@3f672204
[DEBUG] 2021-02-16 14:18:13.357 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@7cf283e1
[DEBUG] 2021-02-16 14:18:13.357 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@7cf283e1
[DEBUG] 2021-02-16 14:18:13.358 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@557286ad
[DEBUG] 2021-02-16 14:18:13.358 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@557286ad
[DEBUG] 2021-02-16 14:18:13.359 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@68c87fc3
[DEBUG] 2021-02-16 14:18:13.359 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@68c87fc3
[DEBUG] 2021-02-16 14:18:13.360 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@58496dc
[DEBUG] 2021-02-16 14:18:13.360 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@58496dc
[DEBUG] 2021-02-16 14:18:13.361 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@24361cfc
[DEBUG] 2021-02-16 14:18:13.361 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@24361cfc
[DEBUG] 2021-02-16 14:18:13.362 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@38eb2c50
[DEBUG] 2021-02-16 14:18:13.362 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@38eb2c50
[DEBUG] 2021-02-16 14:18:13.363 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@26722665
[DEBUG] 2021-02-16 14:18:13.363 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@26722665
[DEBUG] 2021-02-16 14:18:13.364 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@64b70919
[DEBUG] 2021-02-16 14:18:13.364 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@64b70919
[DEBUG] 2021-02-16 14:18:13.365 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@39e67516
[DEBUG] 2021-02-16 14:18:13.365 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@39e67516
[DEBUG] 2021-02-16 14:18:13.365 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@39e67516
[DEBUG] 2021-02-16 14:18:13.367 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@18eec010
[DEBUG] 2021-02-16 14:18:13.368 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@53c68ce
[DEBUG] 2021-02-16 14:18:13.368 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@53c68ce
[DEBUG] 2021-02-16 14:18:13.368 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@53c68ce
[DEBUG] 2021-02-16 14:18:13.369 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@75e710b
[DEBUG] 2021-02-16 14:18:13.370 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@29629fbb
[DEBUG] 2021-02-16 14:18:13.370 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@29629fbb
[DEBUG] 2021-02-16 14:18:13.371 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@6c8909c3
[DEBUG] 2021-02-16 14:18:13.371 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@6c8909c3
[DEBUG] 2021-02-16 14:18:13.372 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@7a22a3c2
[DEBUG] 2021-02-16 14:18:13.372 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@7a22a3c2
[DEBUG] 2021-02-16 14:18:13.372 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@65f58c6e
[DEBUG] 2021-02-16 14:18:13.372 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@65f58c6e
[DEBUG] 2021-02-16 14:18:13.373 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@6401d0a0
[DEBUG] 2021-02-16 14:18:13.373 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@6401d0a0
[DEBUG] 2021-02-16 14:18:13.373 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@61f80d55
[DEBUG] 2021-02-16 14:18:13.374 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@4cb0a000
[DEBUG] 2021-02-16 14:18:13.374 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@4cb0a000
[DEBUG] 2021-02-16 14:18:13.374 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@4cb0a000
[DEBUG] 2021-02-16 14:18:13.375 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@22367b8
[DEBUG] 2021-02-16 14:18:13.375 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@22367b8
[DEBUG] 2021-02-16 14:18:13.375 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@22367b8
[DEBUG] 2021-02-16 14:18:13.376 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@5bcb04cb
[DEBUG] 2021-02-16 14:18:13.376 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2bef09c0
[DEBUG] 2021-02-16 14:18:13.377 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@69e49a81
[DEBUG] 2021-02-16 14:18:13.377 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@69e49a81
[DEBUG] 2021-02-16 14:18:13.377 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@69e49a81
[DEBUG] 2021-02-16 14:18:13.378 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1b7cae6f
[DEBUG] 2021-02-16 14:18:13.378 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1b7cae6f
[DEBUG] 2021-02-16 14:18:13.378 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@1b7cae6f
[DEBUG] 2021-02-16 14:18:13.378 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@e3994ef
[DEBUG] 2021-02-16 14:18:13.378 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@724c5cbe
[DEBUG] 2021-02-16 14:18:13.379 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@62566842
[DEBUG] 2021-02-16 14:18:13.379 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@62566842
[DEBUG] 2021-02-16 14:18:13.380 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@5edf2821
[DEBUG] 2021-02-16 14:18:13.380 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7d070ef5
[DEBUG] 2021-02-16 14:18:13.381 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7d070ef5
[DEBUG] 2021-02-16 14:18:13.382 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@342726f1
[DEBUG] 2021-02-16 14:18:13.382 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@342726f1
[DEBUG] 2021-02-16 14:18:13.382 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@67110f71
[DEBUG] 2021-02-16 14:18:13.382 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@62628e78
[DEBUG] 2021-02-16 14:18:13.384 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@4df39a88
[DEBUG] 2021-02-16 14:18:13.385 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@37ce3644
[DEBUG] 2021-02-16 14:18:13.385 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@37ce3644
[DEBUG] 2021-02-16 14:18:13.386 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@4ad3d266
[DEBUG] 2021-02-16 14:18:13.386 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@3533df16
[DEBUG] 2021-02-16 14:18:13.386 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@15d0849
[DEBUG] 2021-02-16 14:18:13.386 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@4038cd3a
[DEBUG] 2021-02-16 14:18:13.387 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@14ac77b9
[DEBUG] 2021-02-16 14:18:13.387 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@3f4cd155
[DEBUG] 2021-02-16 14:18:13.387 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@563a89b5
[DEBUG] 2021-02-16 14:18:13.387 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@506dcf55
[DEBUG] 2021-02-16 14:18:13.412 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2021-02-16 14:18:13.412 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2021-02-16 14:18:13.413 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-02-16 14:18:13.413 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2021-02-16 14:18:13.413 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2021-02-16 14:18:13.414 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2021-02-16 14:18:13.414 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2021-02-16 14:18:13.415 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-02-16 14:18:13.416 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2021-02-16 14:18:13.416 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2021-02-16 14:18:13.417 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2021-02-16 14:18:13.417 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2021-02-16 14:18:13.417 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2021-02-16 14:18:13.418 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2021-02-16 14:18:13.423 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/test_cribbageapp
[INFO ] 2021-02-16 14:18:13.423 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=AliviaK}
[INFO ] 2021-02-16 14:18:13.423 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2021-02-16 14:18:13.581 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2021-02-16 14:18:14.127 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.23
      major : 8
      minor : 0
[DEBUG] 2021-02-16 14:18:14.127 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2021-02-16 14:18:14.127 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2021-02-16 14:18:14.151 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2021-02-16 14:18:14.164 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2021-02-16 14:18:14.193 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2021-02-16 14:18:14.226 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2021-02-16 14:18:14.229 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@762637be] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@4b97c4ad]
[DEBUG] 2021-02-16 14:18:14.274 [main] AnnotationBinder - Binding entity from annotated class: edu.matc.entity.User
[DEBUG] 2021-02-16 14:18:14.292 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2021-02-16 14:18:14.297 [main] EntityBinder - Import with entity name User
[DEBUG] 2021-02-16 14:18:14.299 [main] EntityBinder - Bind entity edu.matc.entity.User on table user
[DEBUG] 2021-02-16 14:18:14.319 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.321 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2021-02-16 14:18:14.323 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:id]
[DEBUG] 2021-02-16 14:18:14.325 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2021-02-16 14:18:14.327 [main] PropertyBinder - Building property id
[DEBUG] 2021-02-16 14:18:14.332 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2021-02-16 14:18:14.334 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2021-02-16 14:18:14.335 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=games, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.336 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.344 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.345 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=games_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.345 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='games_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2021-02-16 14:18:14.346 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2021-02-16 14:18:14.346 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2021-02-16 14:18:14.347 [main] CollectionBinder - Collection role: edu.matc.entity.User.games
[DEBUG] 2021-02-16 14:18:14.349 [main] PropertyBinder - Building property games
[DEBUG] 2021-02-16 14:18:14.349 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_password, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.349 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2021-02-16 14:18:14.350 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:password]
[DEBUG] 2021-02-16 14:18:14.350 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2021-02-16 14:18:14.350 [main] PropertyBinder - Building property password
[DEBUG] 2021-02-16 14:18:14.350 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2021-02-16 14:18:14.350 [main] PropertyBinder - MetadataSourceProcessor property userName with lazy=false
[DEBUG] 2021-02-16 14:18:14.350 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:userName]
[DEBUG] 2021-02-16 14:18:14.350 [main] SimpleValueBinder - building SimpleValue for userName
[DEBUG] 2021-02-16 14:18:14.350 [main] PropertyBinder - Building property userName
